"entry";"name";"gossip_menu_id";"minlevel";"maxlevel";"exp";"faction";"npcflag";"detection_range";"rank";"dmgschool";"DamageModifier";"BaseAttackTime";"RangeAttackTime";"BaseVariance";"RangeVariance";"unit_class";"unit_flags";"unit_flags2";"dynamicflags";"family";"type";"type_flags";"mingold";"maxgold";"HealthModifier";"ManaModifier";"ArmorModifier";"ExperienceModifier";"RacialLeader";"RegenHealth";"mechanic_immune_mask";"spell_school_immune_mask";"flags_extra";"ScriptName"
248;"Gramma Stonefield";0;3;3;0;12;2;18.0;0;0;1.0;1500;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
250;"Pa Maclure";0;6;6;0;12;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
251;"Maybell Maclure";0;2;2;0;12;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
252;"Tommy Joe Stonefield";0;2;2;0;12;2;18.0;0;0;1.0;1500;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
253;"William Pestle";57031;6;6;0;12;3;18.0;0;0;1.0;1500;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
255;"Gerard Tiller";0;6;6;0;12;2;18.0;0;0;1.0;1500;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
257;"Kobold Worker";0;3;3;0;25;0;10.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;1;5;1.0;1.0;1.0;1.0;0;1;0;0;2;""
258;"Joshua Maclure";0;5;5;0;12;128;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
260;"[UNUSED] Elwynn Tower Guard";0;22;22;0;11;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;2.0;1.0;1.0;1.0;0;1;0;0;0;""
261;"Guard Thomas";57022;30;30;0;12;3;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
262;"Half-eaten body";0;1;1;0;1732;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;3;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;2;""
263;"Lord Ello Ebonlocke";0;30;30;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
264;"Commander Althea Ebonlocke";57032;45;45;0;53;3;18.0;0;0;1.0;1000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;3.0;1.0;1.0;1.0;0;1;0;0;2;""
265;"Madame Eva";0;25;25;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.02;1.0;1.0;1.0;0;1;0;0;2;""
266;"Wiley the Black";0;26;26;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
267;"Clerk Daltry";0;31;31;0;12;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.1;1.0;1.0;1.0;0;1;0;0;2;""
268;"Sirra Von'Indi";0;24;24;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.02;1.0;1.0;1.0;0;1;0;0;2;""
269;"Role Dreuger";0;40;40;0;12;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.15;1.0;1.0;1.0;0;1;0;0;2;""
270;"Councilman Millstipe";0;28;28;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
271;"Ambassador Berrybuck";0;30;30;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
272;"Chef Grual";0;30;30;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
273;"Tavernkeep Smitts";0;22;22;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.02;1.0;1.0;1.0;0;1;0;0;2;""
274;"Barkeep Hann";0;26;26;0;12;640;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
275;"Whit Wantmal";0;27;27;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
276;"Viktori Prism'Antras";0;28;28;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
277;"Roberto Pupellyverbos";685;30;30;0;12;641;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;134217728;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
278;"Sara Timberlain";0;5;5;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
279;"Morgan Pestle";0;30;30;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
280;"Placeholder - Jasperlode Mine";0;62;62;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;3;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;2;""
281;"Kobold Tank";0;7;8;0;14;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
282;"Kobold Spellcaster";0;7;8;0;14;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
283;"Kobold Healer";0;7;8;0;16;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
284;"Brown Horse";0;2;2;0;35;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
285;"Murloc";0;6;7;0;18;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;7;0;1;12;1.0;1.0;1.0;1.0;0;1;0;0;0;""
286;"Old Rotten Gill";0;11;11;0;18;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
287;"Placeholder - Darkhollow Mine";0;62;62;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;3;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;2;""
288;"Jitters";0;25;25;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.02;1.0;1.0;1.0;0;1;0;0;2;""
289;"Abercrombie";0;35;35;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.1;1.0;1.0;1.0;0;1;0;0;2;""
290;"Placeholder - Fargodeep Mine";0;13;14;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;3;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;2;""
291;"Placeholder Chest of Drawers";0;62;62;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;3;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;2;""
294;"Marshal Haggard";0;20;20;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
295;"Innkeeper Farley";1291;30;30;0;12;66179;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
296;"[UNUSED] Goodmother Jans";0;20;21;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.02;1.0;1.0;1.0;0;1;0;0;0;""
297;"Caretaker Folsom";0;30;30;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
298;"[UNUSED] Aunt Bethda";0;62;62;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;0;""
299;"Diseased Young Wolf";0;1;1;0;32;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;1;1;1;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
300;"Zzarc' Vul";0;30;30;0;45;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;44;118;1.1;1.0;1.0;1.0;0;1;0;0;0;""
301;"[UNUSED] Brog'Mud";0;31;31;0;45;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.02;1.0;1.0;1.0;0;1;0;0;0;""
302;"Blind Mary";0;40;40;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;4608;2048;0;0;6;0;0;0;1.15;1.0;1.0;1.0;0;1;8388624;0;2;""
303;"Placeholder Interactive Doodad - jk";0;62;62;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;2;""
304;"Felsteed";0;1;2;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;3;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
305;"White Stallion";0;1;2;0;35;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
306;"Palomino";0;1;2;0;35;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
307;"Pinto";0;1;2;0;35;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
308;"Black Stallion";0;1;2;0;35;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
309;"Rolf's corpse";0;1;1;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;2;""
311;"Sven Yorgen";0;20;20;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;4608;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
313;"Theocritus";0;24;24;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.02;1.0;1.0;1.0;0;1;0;0;2;""
314;"Eliza";0;30;30;0;14;0;20.0;0;0;1.0;2000;2000;1.0;1.0;8;0;2048;0;0;6;0;147;197;1.0;1.0;1.0;1.0;0;1;8388624;0;0;""
315;"Stalvan Mistmantle";0;32;32;0;14;0;18.0;0;0;1.0;1500;2000;1.0;1.0;1;32768;2048;0;0;6;0;42;249;1.5;1.0;1.0;1.0;0;1;8388624;0;0;""
318;"[UNUSED] Brother Akil";0;5;5;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
319;"[UNUSED] Brother Benthas";0;5;5;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
320;"[UNUSED] Brother Cryus";0;5;5;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
321;"[UNUSED] Brother Deros";0;5;5;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
322;"[UNUSED] Brother Enoch";0;5;5;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
323;"[UNUSED] Brother Farthing";0;10;10;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
324;"[UNUSED] Brother Greishan";0;10;10;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
325;"Hogan Ference";0;20;20;0;12;0;18.0;0;0;1.0;1500;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
326;"[UNUSED] Brother Ictharin";0;10;10;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
327;"Goldtooth";0;8;8;0;26;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;2;14;1.0;1.0;1.0;1.0;0;1;0;0;0;""
328;"Zaldimar Wefhellt";4661;13;13;0;12;51;18.0;0;0;1.0;1500;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
329;"Earth Elemental";0;59;59;0;91;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;4;0;0;0;1.05;1.0;1.0;1.0;0;1;646000477;0;0;""
330;"Princess";0;9;9;0;7;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;5;1;1;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
331;"Maginor Dumas";4486;60;60;0;12;51;18.0;0;0;1.0;1500;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;2;""
332;"Master Mathias Shaw";4941;62;62;0;12;3;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;2;""
333;"[UNUSED] Edwardo the Jester";0;44;44;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.2;1.0;1.0;1.0;0;1;0;0;0;""
334;"Gath'Ilzogg";0;26;26;0;40;0;20.0;1;0;2.4;2000;2000;1.0;1.0;1;32832;2048;0;0;7;0;139;186;3.0;1.0;1.5;1.0;0;1;0;0;0;""
335;"Singe";0;24;24;0;40;0;20.0;1;0;1.7;2000;2000;1.0;1.0;8;64;2048;0;0;2;0;110;149;3.0;1.0;1.0;1.0;0;1;0;0;0;""
336;"[UNUSED] Rin Tal'Vara";0;62;62;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;0;""
338;"Mazen Mac'Nadir";0;44;44;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.2;1.0;1.0;1.0;0;1;0;0;2;""
339;"[UNUSED] Helgor the Pugilist";0;30;30;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;0;""
340;"Kendor Kabonka";0;50;50;0;12;128;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.25;1.0;1.0;1.0;0;1;0;0;2;""
341;"Foreman Oslow";0;20;20;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
342;"Martie Jainrose";0;20;20;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
343;"Chef Breanna";0;19;19;0;12;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
344;"Magistrate Solomon";0;36;36;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.15;1.0;1.0;1.0;0;1;0;0;2;""
345;"Bellygrub";0;24;24;0;14;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;5;1;1;0;0;1.75;1.0;1.0;1.0;0;1;0;0;0;""
346;"Barkeep Daniels";0;21;21;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.02;1.0;1.0;1.0;0;1;0;0;2;""
347;"Grizzle Halfmane";6466;61;61;0;1214;1048577;20.0;1;0;4.6;2000;2000;1.0;1.0;1;832;2048;0;0;7;0;0;0;50.0;1.0;1.0;1.0;0;1;0;0;2;""
348;"Zem Leeward";0;25;25;0;12;0;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.02;1.0;1.0;1.0;0;1;0;0;2;""
349;"Corporal Keeshan";0;25;25;0;11;2;20.0;1;0;2.4;2000;2000;1.0;1.0;1;32832;2048;0;0;7;4096;0;0;2.0;1.0;1.0;1.0;0;1;0;0;0;"npc_corporal_keeshan"
351;"Peasant";0;1;2;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
352;"Dungar Longdrink";704;65;65;0;12;8195;20.0;1;0;4.6;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;3.0;3.0;1.0;1.0;0;1;1;0;2;""
353;"Antonia Dart";0;55;55;0;12;8194;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;1;774;1.0;1.0;1.0;1.0;0;1;0;0;2;""
354;"[UNUSED] Grall Twomoons";0;10;10;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
356;"Black Wolf";0;10;10;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
358;"Timber Wolf";0;10;10;0;35;0;10.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
359;"Winter Wolf";0;10;10;0;35;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
361;"Saytr";0;1;1;0;14;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;0;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
364;"Slime";0;1;1;0;14;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
365;"Scott's Flying Mount";0;1;1;0;14;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
370;"Boy";0;1;2;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
371;"Girl";0;1;1;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
372;"Karm Ironquill";0;16;16;0;12;128;18.0;0;0;1.0;1500;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
373;"Murak Winterborn";0;62;62;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;2;""
374;"Cog Glitzspinner";0;30;30;0;875;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
375;"Priestess Anetta";4665;5;5;0;12;51;18.0;0;0;1.0;1500;2000;1.0;1.0;1;768;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
376;"High Priestess Laurena";4466;60;60;0;12;51;18.0;0;0;1.0;1500;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;2;""
377;"Priestess Josetta";4666;13;13;0;12;51;18.0;0;0;1.0;1500;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
379;"Darcy";0;15;15;0;12;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
380;"[UNUSED] Waldin Thorbatt";0;25;25;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.02;1.0;1.0;1.0;0;1;0;0;0;""
381;"Dockmaster Baren";0;20;20;0;12;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
382;"Marshal Marris";0;35;35;0;12;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.1;1.0;1.0;1.0;0;1;0;0;2;""
383;"Jason Mathers";0;7;7;0;12;2;18.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
384;"Katie Hunter";4004;10;10;0;12;131;18.0;0;0;1.0;2000;2000;1.0;1.0;1;512;2048;0;0;7;134217728;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
385;"Horse";0;5;5;0;35;0;18.0;0;0;4.6;2000;2000;1.0;1.0;1;0;2048;0;0;8;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
386;"[UNUSED] Ulric the Grim";0;20;20;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
387;"Lord Sammuel";0;62;62;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;2;""
388;"Bromos Murphy";0;62;62;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;2;""
389;"Lord Lantinga";0;62;62;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;2;""
390;"Porcine Entourage";0;7;7;0;7;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;5;1;1;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
391;"Old Murk-Eye";0;20;20;0;18;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;7;0;27;141;1.2;1.0;1.0;1.0;0;1;0;0;0;""
392;"Captain Grayson";0;30;30;0;35;2;18.0;0;0;1.0;2000;2000;1.0;1.0;1;768;2048;0;0;6;0;0;0;1.05;1.0;1.0;1.0;0;1;8388624;0;2;""
393;"Tame Wolf";0;10;10;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
395;"Markus";0;1;1;0;12;0;18.0;0;0;1.0;2000;2000;1.0;1.0;1;768;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
397;"Morganth";0;26;26;0;39;0;20.0;0;0;1.0;2000;2000;1.0;1.0;8;32768;2048;0;0;7;0;124;166;1.0;1.0;1.0;1.0;0;1;0;0;0;""
399;"Boy - placeholder 05";0;1;2;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;0;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
400;"Boy - placeholder 06";0;1;2;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;0;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
401;"Boy - placeholder 07";0;1;2;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;0;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
402;"Boy - placeholder 08";0;1;2;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;0;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
403;"Boy - placeholder 09";0;1;2;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;0;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
404;"Girl - placeholder 01";0;1;2;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;0;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
405;"Girl - placeholder 02";0;1;2;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;0;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
406;"Girl - placeholder 03";0;1;2;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;0;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
407;"Girl - placeholder 04";0;1;2;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;0;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
408;"Girl - placeholder 05";0;1;2;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;0;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
409;"Girl - placeholder 06";0;1;2;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;0;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
410;"Girl - placeholder 07";0;1;2;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;0;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
411;"Girl - placeholder 08";0;1;2;0;12;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;0;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
